marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_date,review_concat_clean,sentiment_label,sentiment_tag,sentiment_score,tags,month,year
US,24509695,R3VR960AHLFKDV,B004HB5E0E,488241329,Shoal Creek Computer Desk,Furniture,4,0,0,N,Y,"... desk is very study and it i has a beautiful finish, I think that it a just a ...",2015-09-05,study beautiful finish think just study beautiful finish think just little pricey size,"['POSITIVE', 0.9989204406738281]",POSITIVE,0.998920440673828,"['desk', 'pricey', 'little']",8,2015
US,34731776,R16LGVMFKIUT0G,B0042TNMMS,205864445,Dorel Home Products Delaney Large Rectangular Ottoman,Furniture,5,0,0,N,Y,Five Stars,2015-09-03,stars great item,"['POSITIVE', 0.9998831748962402]",POSITIVE,0.9998831748962402,"['item', 'great', 'stars']",8,2015
US,1272331,R1AIMEEPYHMOE4,B0030MPBZ4,124663823,Bathroom Vanity Table Jewelry Makeup Desk Bench Drawer Hair Dressing Organizer,Furniture,5,1,1,N,Y,Five Stars,2015-08-10,stars perfect fit bedroom wanting little girl,"['POSITIVE', 0.999693751335144]",POSITIVE,0.999693751335144,"['bedroom', 'stars', 'little']",8,2015
US,45284262,R1892CCSZWZ9SR,B005G02ESA,382367578,Sleep Master Ultima Comfort Memory Foam 6 Inch Mattress,Furniture,3,0,0,N,Y,Good enough,2015-08-31,good use trundle bed does use better choice getting low end spring mattress price think use trundle,"['NEGATIVE', 0.9985389709472656]",NEGATIVE,0.9985389709472656,"['mattress', 'bed', 'trundle']",8,2015
US,30003523,R285P679YWVKD1,B005JS8AUA,309497463,"1 1/4"" GashGuards: Deluxe Rubberized Plastic Bed Frame End Caps, Set of 2",Furniture,3,0,0,N,N,Gash Gards for daybed,2015-08-06,gash gards daybed product fine just like took awhile mail small throw envelope mail unhappy just moderately satisfied,"['POSITIVE', 0.9708024859428406]",POSITIVE,0.9708024859428406,"['gash', 'gards', 'daybed']",8,2015
US,18311821,RLB33HJBXHZHU,B00AVUQQGQ,574537906,Serta Bonded Leather Big & Tall Executive Chair,Furniture,5,0,0,N,Y,Five Stars,2015-08-06,stars love product amazing delivery thank,"['POSITIVE', 0.999890923500061]",POSITIVE,0.999890923500061,"['delivery', 'product', 'stars']",8,2015
US,42943632,R1VGTZ94DBAD6A,B00CFY20GQ,407473883,Prepac Shoe Storage Cubbie Bench,Furniture,5,2,2,N,Y,I love this bench,2015-08-18,love bench love bench years moved times different houses chips broken pieces decided buy white matches current home decor better plus easier locate shoes especially black ones black cubbie bench dark shoes blended hard perfect easy painted white going area sides shown,"['POSITIVE', 0.9973633885383606]",POSITIVE,0.9973633885383606,"['bench', 'black', 'white']",8,2015
US,43157304,R168KF82ICSOHD,B00FKC48QA,435120460,HomCom PU Leather Storage Bench Ottoman w/ 4 Trays - Brown,Furniture,5,0,0,N,Y,Great storage capacity,2015-08-09,great storage capacity year durable great storage capacity,"['POSITIVE', 0.99985671043396]",POSITIVE,0.99985671043396,"['storage', 'capacity', 'durable']",8,2015
US,51918480,R20DIYIJ0OCMOG,B00N9IAL9K,356495985,Folding Step Stool,Furniture,5,0,0,N,Y,This is the best step stool I have ever used,2015-08-02,best step stool used best step stool used compact collapsed easy store hidden latches recommended friends,"['POSITIVE', 0.9699702262878418]",POSITIVE,0.9699702262878418,"['latches', 'stool', 'hidden']",8,2015
US,14522766,RD46RNVOHNZSC,B001T4XU1C,243050228,Ace Bayou Adult Video Rocker,Furniture,5,0,0,N,Y,great for price!,2015-08-28,great price son loves,"['POSITIVE', 0.999886155128479]",POSITIVE,0.999886155128479,"['price', 'son', 'great']",8,2015
