,Week,date_ingested,platform,Customer Name,product_parent,product_id,star_rating,review_body,Review Link,verified_purchase,tags,review_date
0,1,02/01/23,Amazon,Jojo 0027,Mattress,OMF,1,Dislike...,https://www.amazon.in/gp/customer-reviews/R8PF9PKQP69Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,['dislike'],2022-12-30
1,1,02/01/23,Amazon,Somanath panda,Mattress,OMF,1,I dislike as the bed was very soft and it was not orthopaedic,https://www.amazon.in/gp/customer-reviews/RXRQZMGC3K0M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,"['bed', 'orthopaedic', 'dislike']",2022-12-30
2,1,02/01/23,Flipkart,"Arka Bhowal Certified Buyer, Kolkata",EW Furniture,Wardrobe,1,Don't buy,https://www.flipkart.com/reviews/WCLG69H6PUNWVCHR:65?reviewId=429d09bb-ade9-4081-b617-4bfd9c9c29ac,Y,"['buy', 'don']",2022-12-29
3,1,02/01/23,Amazon,ritika,EW Furniture,Taurus,2,"There is no support under the storage.
 And the quality is low.",https://www.amazon.in/gp/customer-reviews/R229EU8H0VSFHQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['storage', 'support', 'quality']",2022-12-30
4,1,02/01/23,Amazon,Amazon Customer,EW Furniture,Taurus,3,"The bed is really nice, bit low on height but overall. There is no storage but it was expected before I ordered. Wakefit support person comtacted me before and after delivery to confirm and check the delivery process.",https://www.amazon.in/gp/customer-reviews/RKVRTWSK8ZMCB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['storage', 'bed', 'delivery']",2022-12-30
5,1,02/01/23,Amazon,aditya,EW Furniture,Taurus,1,Very cheap quality product not up to the expectation,https://www.amazon.in/gp/customer-reviews/R2987QGGNKQA9P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['quality', 'cheap', 'product']",2022-12-29
6,1,02/01/23,Amazon,Alekhya,EW Furniture,Wardrobe,3,,https://www.amazon.in/gp/customer-reviews/R13OXMNXYAPGLK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097PQKS77,Y,['nan'],2022-12-30
7,1,02/01/23,Amazon,Alok Kumar Pushpam,EW Furniture,Study Table,3,,https://www.amazon.in/gp/customer-reviews/R3WIX1HVEMPM1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08QH1KB8T,Y,['nan'],2022-12-30
8,1,02/01/23,Amazon,Sachin Mokashe,EW Furniture,Office chair,2,Not comfortable and head rest is giving pain to neck.,https://www.amazon.in/gp/customer-reviews/R347840I4DFYU9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B31LXWRD,Y,"['comfortable', 'rest', 'neck']",2022-12-30
9,1,02/01/23,Amazon,POTUGADU,Accessories,Towels,1,After 2 washes the colour started to release into other clothes...it spoiled a lot of clothes and it was not a good day...,https://www.amazon.in/gp/customer-reviews/R32MKRN6KZ7ATL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B2PKHL33,Y,"['clothes', 'washes', 'colour']",2022-12-30
10,1,02/01/23,Amazon,Alvin Sharma,Sofa,Sofa,2,"Placed an order for ottoman for the second time this year. Earlier this year, they delayed the order by over a month and then cancelled it directly at their end. Again after much anticipation we wanted to try again but am scared as the delay in delivery game has started again. And we don’t get any help from wakefit customer support too. Hoping to get this sorted or will post an update here !",https://www.amazon.in/gp/customer-reviews/R3MNAHGMHO0P5C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09J1J7MZF,N,"['delayed', 'ottoman', 'delivery']",2022-12-29
11,1,02/01/23,Amazon,Monica Sinha,Accessories,Mattress Protector,3,Good product,https://www.amazon.in/gp/customer-reviews/R21N3L1G5UYYMW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01GPY5UF4,Y,"['product', 'good']",2022-12-29
12,1,02/01/23,Amazon,Mak,Accessories,Bean Bag,1,"Product mentioned as XXL , transfered old bag bean . Beans are excess and bag feels ultra small . Don't buy it",https://www.amazon.in/gp/customer-reviews/R113C9WE4QISX4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B4KGFQ1L,Y,"['xxl', 'bean', 'beans']",2022-12-30
13,1,02/01/23,Amazon,Maheshwar s.,Accessories,Bean Bag,3,Product looks good and durable but amount of beans are less as compared to standard. Wakefit should have filled it properly as I have to fill it with extra beans .,https://www.amazon.in/gp/customer-reviews/R42O3JDP7KTLB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B4KGFQ1L,Y,"['beans', 'wakefit', 'product']",2022-12-29
14,1,02/01/23,Flipkart,"IRFAN M K Certified Buyer, Ahmedabad",Mattress,OMF,3,Good product,https://www.flipkart.com/reviews/BEMFGWE5JAGJ3HGG:798?reviewId=6038d799-57b4-4b06-806c-af891b41822e,Y,"['product', 'good']",2022-12-31
15,1,02/01/23,Flipkart,"Flipkart Customer Certified Buyer, Bangalore",EW Furniture,Leo,3,With box worst,https://www.flipkart.com/reviews/BDDG6G4GGXFJSB4B:538?reviewId=be15c732-ca2a-456b-b303-b1375dfd3dcc,Y,"['box', 'worst']",2023-01-01
16,1,02/01/23,Flipkart,"Flipkart Customer Certified Buyer, Bengaluru",EW Furniture,Petra,3,very average product...,https://www.flipkart.com/reviews/BDDGETCGY5DDGKE5:53?reviewId=b6b0fb37-9ce0-40b9-9cf3-5e3fc8893be2,Y,"['average', 'product']",2022-12-31
17,1,03/01/23,Amazon,Barada Chandan jena,Mattress,Latex Mattress,3,Ved bed smell,https://www.amazon.in/gp/customer-reviews/R2S4B01DQHST3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08X9YKMX5,Y,"['smell', 'bed', 'ved']",2022-12-30
18,1,03/01/23,Amazon,Nilofer Shaikh,EW Furniture,Taurus,3,,https://www.amazon.in/gp/customer-reviews/R30AIJFXN2NKBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,['nan'],2022-12-30
19,1,03/01/23,Amazon,SUNDHARAMOORTHY. V,Accessories,Mattress Protector,1,,https://www.amazon.in/gp/customer-reviews/R1ILJ72H0X5RFP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01GPY5UF4,Y,['nan'],2023-01-01
20,1,03/01/23,Amazon,R Suryanarayanan,Accessories,Dohar,1,Not at all suitable even for light Chennai winter!,https://www.amazon.in/gp/customer-reviews/RT864JWTJ9MGH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09338874L,Y,"['chennai', 'winter', 'suitable']",2023-01-02
21,1,03/01/23,Flipkart,"Yograj Sawant Certified Buyer, Mumbai",Mattress,OMF,2,Mattress is very soft at the edges which becomes very uncomfortable to sleep on side as you slip out,https://www.flipkart.com/reviews/BEMFGWE3HMW9DMM6:767?reviewId=33d9351c-221e-4a2d-849e-5031020dc319,Y,"['mattress', 'soft', 'slip']",2023-01-02
22,1,04/01/23,Amazon,Anurag Modi,Mattress,OMF,1,"Used this mattress for almost 6 months at the time of writing this review. The product is really good and i have no complaint from it so far. The reason for my 1 star rating is the company itself because of the unholy amount of Sms, emails and calls i receive on daily basis from them. While the product is good, i might never purchase anything from them in future if they think annoying customer by spamming the hell out of them is good idea.",https://www.amazon.in/gp/customer-reviews/R13WA15OBRJ52S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,"['mattress', 'review', 'complaint']",2022-12-31
23,1,04/01/23,Amazon,Jatin Kumar,Mattress,OMF,3,,https://www.amazon.in/gp/customer-reviews/R1R468NGM8FPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,['nan'],2023-01-02
24,1,04/01/23,Amazon,Rajender Kumar Jain,Mattress,OMF,2,Yes we feel very comfortable,https://www.amazon.in/gp/customer-reviews/R25SRNM9ACSNP1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,"['comfortable', 'feel', 'yes']",2023-01-02
25,1,04/01/23,Amazon,Punnamchander,EW Furniture,-,1,"Writing the review after 3 months of usage. The bed has got mold and fungus all over the bed base top and bottom sheets. Things placed in the storage got damaged.
 The base MDF sheets are very thin and got bent and not comfortable to sleep now. Not at all recommended. Other brands are providing the engineered wood for bed base also.",https://www.amazon.in/gp/customer-reviews/R1MPD9520U9WWG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['bed', 'wood', 'mold']",2023-01-01
